rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,voltage,current,charge,capacity,design_capacity,percentage,power_supply_status,power_supply_health,power_supply_technology,present,cell_voltage,location,serial_number
1616768963365763847,,27,,1616768963,364753268,'',12.277999877929688,-0.07000000029802322,nan,nan,nan,1.0,2,0,3,True,"[4.0920000076293945, 4.0920000076293945, 4.0920000076293945]","""id0""",''
1616768965363836840,,28,,1616768965,363457869,'',12.279000282287598,-0.14000000059604645,nan,nan,nan,1.0,2,0,3,True,"[4.0920000076293945, 4.0920000076293945, 4.0920000076293945]","""id0""",''
1616768967362640449,,29,,1616768967,361931806,'',12.272000312805176,-0.3499999940395355,nan,nan,nan,1.0,2,0,3,True,"[4.091000080108643, 4.091000080108643, 4.091000080108643]","""id0""",''
1616768969362133265,,30,,1616768969,361624925,'',12.276000022888184,-0.28999999165534973,nan,nan,nan,1.0,2,0,3,True,"[4.091000080108643, 4.091000080108643, 4.091000080108643]","""id0""",''
1616768971362837013,,31,,1616768971,362512015,'',12.27400016784668,-0.25,nan,nan,nan,1.0,2,0,3,True,"[4.091000080108643, 4.091000080108643, 4.091000080108643]","""id0""",''
1616768973362831306,,32,,1616768973,362184773,'',12.274999618530273,-0.20000000298023224,nan,nan,nan,1.0,2,0,3,True,"[4.091000080108643, 4.091000080108643, 4.091000080108643]","""id0""",''
1616768975363587065,,33,,1616768975,362746628,'',12.274999618530273,-0.18000000715255737,nan,nan,nan,1.0,2,0,3,True,"[4.090000152587891, 4.090000152587891, 4.090000152587891]","""id0""",''
1616768977362438309,,34,,1616768977,361553249,'',12.27299976348877,-0.14000000059604645,nan,nan,nan,1.0,2,0,3,True,"[4.091000080108643, 4.091000080108643, 4.091000080108643]","""id0""",''
1616768979360810138,,35,,1616768979,360292124,'',12.270999908447266,-0.11999999731779099,nan,nan,nan,1.0,2,0,3,True,"[4.090000152587891, 4.090000152587891, 4.090000152587891]","""id0""",''
1616768981361496375,,36,,1616768981,360911127,'',12.27400016784668,-0.09000000357627869,nan,nan,nan,1.0,2,0,3,True,"[4.091000080108643, 4.091000080108643, 4.091000080108643]","""id0""",''
1616768983359953763,,37,,1616768983,359383551,'',12.276000022888184,-0.07999999821186066,nan,nan,nan,1.0,2,0,3,True,"[4.091000080108643, 4.091000080108643, 4.091000080108643]","""id0""",''
1616768985362130506,,38,,1616768985,361312644,'',12.27400016784668,-0.05999999865889549,nan,nan,nan,1.0,2,0,3,True,"[4.091000080108643, 4.091000080108643, 4.091000080108643]","""id0""",''
1616768987360606856,,39,,1616768987,360030782,'',12.274999618530273,-0.05000000074505806,nan,nan,nan,1.0,2,0,3,True,"[4.0920000076293945, 4.0920000076293945, 4.0920000076293945]","""id0""",''
1616768989359098542,,40,,1616768989,358487907,'',12.277000427246094,-0.09000000357627869,nan,nan,nan,1.0,2,0,3,True,"[4.0920000076293945, 4.0920000076293945, 4.0920000076293945]","""id0""",''
