rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,Status,Status1,x_command,y_command,z_command,yaw_command,vx_command,vy_command,vz_command,Roll_pwm,Pitch_pwm,Thrust_pwm,Yaw_pwm,Roll_trim,Pitch_trim,Thrust_hover,x,y,z,roll,pitch,yaw,vx,vy,vz,wx,wy,wz,x_i,y_i,z_i,eb_x,eb_y,eb_z,eb_yaw,ebi_x,ebi_y,ebi_z,ebi_yaw,ebd_x,ebd_y,ebd_z,XY_PID,Z_PID,Yaw_PID,Perch_R_PID,Perch_T_PID,Thrust_v_PID,RP_v_PID
1619719041586899495,,0,,1619719041,133621000,'',"""Position""",'',0.12,0.42,1.7,1.610267325952816,0.0,0.0,0.0,1498,1458,1007,1485,1500,1500,1362,0.13580098865501922,0.6805618595372038,0.13957419368709334,0.005632987046184068,0.1254740389461713,1.551872572045356,-0.0004433881348022105,-0.0007434361854540327,0.00021523331221762546,0.0038296705369426434,-0.002381195162461835,0.0013462382338576637,0.0,0.0,0.0,-0.2608142024097913,0.010867645067170563,1.5604258063129066,-0.05839475390746007,-5.979923756996855e-06,-5.979923756996855e-06,-5.979923756996855e-06,-0.002335790156298403,-0.0007516931415620088,0.000429240982263418,0.00021523331221762546,"[160.0, 65.0, 160.0]","[170.0, 150.0, 160.0]","[260.0, 40.0, 0.0]","[120.0, 110.0, 110.0]","[90.0, 90.0, 70.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
1619719041612084556,,1,,1619719041,155028000,'',"""Position""",'',0.12,0.42,1.7,1.610267325952816,0.0,0.0,0.0,1498,1458,1009,1485,1500,1500,1362,0.13586589882307518,0.6805860046239456,0.13957668719291025,0.005940609240668673,0.12513854673488506,1.5518299641401894,0.0022617137090489682,0.0012711036130122588,0.00012321499915130479,0.016690758175791624,0.015263045272520242,-0.005112955201639079,0.0,0.0,0.0,-0.2608400370007165,0.010920972887058955,1.5604233128070897,-0.0584373618126266,-1.2011393281988189e-05,-1.2011393281988189e-05,-1.2011393281988189e-05,-0.0046732846288034665,0.0013137689079840591,-0.002237200159379404,0.00012321499915130479,"[160.0, 65.0, 160.0]","[170.0, 150.0, 160.0]","[260.0, 40.0, 0.0]","[120.0, 110.0, 110.0]","[90.0, 90.0, 70.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
1619719041631476353,,2,,1619719041,175459000,'',"""Position""",'',0.12,0.42,1.7,1.610267325952816,0.0,0.0,0.0,1498,1458,1011,1485,1500,1500,1362,0.13582993265296783,0.6805847438088276,0.1395610241381009,0.0058327706864978795,0.1254462780925898,1.551810597177762,-0.0015144612945615712,-0.000152829878469379,-0.0006995510737985578,-0.010854467846152354,0.0011570251651646063,-0.0037707649760522896,0.0,0.0,0.0,-0.2608383050670219,0.010879985453715445,1.560438975861899,-0.05845672877505392,-1.8034152222549775e-05,-1.8034152222549775e-05,-1.8034152222549775e-05,-0.007011553779805624,-0.0001815537602276532,0.0015112869405328941,-0.0006995510737985578,"[160.0, 65.0, 160.0]","[170.0, 150.0, 160.0]","[260.0, 40.0, 0.0]","[120.0, 110.0, 110.0]","[90.0, 90.0, 70.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
1619719041649482252,,3,,1619719041,195068000,'',"""Position""",'',0.12,0.42,1.7,1.610267325952816,0.0,0.0,0.0,1498,1458,1013,1484,1500,1500,1362,0.1358300991333531,0.680553735328112,0.1395662223756788,0.005854989604653529,0.12546119690527854,1.5519063699185651,-0.0002079631380414185,-0.0011411065180811292,0.000217037689679582,0.00039132734363213524,0.004643526502814728,0.005878204427705909,0.0,0.0,0.0,-0.26080626206086327,0.010905718767874198,1.5604337776243211,-0.058360956034250844,-2.3923432652792856e-05,-2.3923432652792856e-05,-2.3923432652792856e-05,-0.009345992021175658,-0.0011448311144309318,0.00018637186435216914,0.000217037689679582,"[160.0, 65.0, 160.0]","[170.0, 150.0, 160.0]","[260.0, 40.0, 0.0]","[120.0, 110.0, 110.0]","[90.0, 90.0, 70.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
1619719041669294954,,4,,1619719041,216266000,'',"""Position""",'',0.12,0.42,1.7,1.610267325952816,0.0,0.0,0.0,1498,1458,1015,1484,1500,1500,1362,0.13584491616353997,0.6805829539690791,0.13959061228166408,0.00580763113622056,0.12524516747781278,1.5517874726583032,0.0007513134021368041,0.0008876572745668602,0.0010867262211928371,0.0019162059736926584,-0.005512919468505612,-0.0017554852760380316,0.0,0.0,0.0,-0.26083705187754,0.01088896851470839,1.5604093877183358,-0.058479853294512774,-3.009750479642932e-05,-3.009750479642932e-05,-3.009750479642932e-05,-0.011685186152956169,0.000901777654703519,-0.0007343053362187055,0.0010867262211928371,"[160.0, 65.0, 160.0]","[170.0, 150.0, 160.0]","[260.0, 40.0, 0.0]","[120.0, 110.0, 110.0]","[90.0, 90.0, 70.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
1619719041688041132,,5,,1619719041,234816000,'',"""Position""",'',0.12,0.42,1.7,1.610267325952816,0.0,0.0,0.0,1498,1458,1017,1484,1500,1500,1362,0.13582081943362584,0.6805810140450589,0.13958098682572304,0.005782215466137757,0.12538112465116244,1.5518692256413653,-0.0008851068797655142,-0.00017998302757396057,-0.00047755583616265686,-0.006345706113944346,-0.003228257579242564,0.001359764203242477,0.0,0.0,0.0,-0.2608337651696533,0.01088623698643119,1.560419013174277,-0.05839810031145065,-3.5956564840810036e-05,-3.5956564840810036e-05,-3.5956564840810036e-05,-0.014021110165414196,-0.00019670229765224973,0.0008815419927157521,-0.00047755583616265686,"[160.0, 65.0, 160.0]","[170.0, 150.0, 160.0]","[260.0, 40.0, 0.0]","[120.0, 110.0, 110.0]","[90.0, 90.0, 70.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
1619719041709724696,,6,,1619719041,255238000,'',"""Position""",'',0.12,0.42,1.7,1.610267325952816,0.0,0.0,0.0,1498,1458,1019,1484,1500,1500,1362,0.1358361833043931,0.680552699452148,0.13957597705641386,0.005592861688247449,0.12551985100379293,1.5518586265636498,0.0007875697316050159,-0.0010035956000038692,-0.0001583838242914611,-0.004563440851484511,-0.005882220306199015,0.0012546217719480335,0.0,0.0,0.0,-0.2608058619623226,0.010899369685521496,1.5604240229435862,-0.05840869938916615,-4.1974357255619065e-05,-4.1974357255619065e-05,-4.1974357255619065e-05,-0.016357458140980843,-0.00098850177437238,-0.0008064331668217644,-0.0001583838242914611,"[160.0, 65.0, 160.0]","[170.0, 150.0, 160.0]","[260.0, 40.0, 0.0]","[120.0, 110.0, 110.0]","[90.0, 90.0, 70.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
1619719041729757012,,7,,1619719041,276550000,'',"""Position""",'',0.12,0.42,1.7,1.610267325952816,0.0,0.0,0.0,1498,1458,1021,1484,1500,1500,1362,0.1358708518268328,0.6805858811905133,0.13959546350165106,0.005880727997409858,0.12516159367479313,1.5518428366096493,0.0014454149656491645,0.0012687972389738098,0.0009517797763749294,0.011353107345383215,0.010750411463627485,-0.0018323647936164767,0.0,0.0,0.0,-0.26083986685904137,0.010929284995057183,1.560404536498349,-0.058424489343166686,-4.8025151110356394e-05,-4.8025151110356394e-05,-4.8025151110356394e-05,-0.01869443771470751,0.001295963365890066,-0.001421108655529558,0.0009517797763749294,"[160.0, 65.0, 160.0]","[170.0, 150.0, 160.0]","[260.0, 40.0, 0.0]","[120.0, 110.0, 110.0]","[90.0, 90.0, 70.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
1619719041746996886,,8,,1619719041,292989000,'',"""Position""",'',0.12,0.42,1.7,1.610267325952816,0.0,0.0,0.0,1498,1458,1023,1484,1500,1500,1362,0.13581564272152458,0.680572788097018,0.13957876077524192,0.005768828254263243,0.12532850233549261,1.5519606931314973,-0.002180256888258261,-0.000931615706991316,-0.0009284030501765547,-0.009864874039317047,-0.006362079554934431,0.007343593644760846,0.0,0.0,0.0,-0.26082444635200774,0.010905073888654592,1.560421239224758,-0.05830663282131865,-5.368415748306352e-05,-5.368415748306352e-05,-5.368415748306352e-05,-0.021026703027560253,-0.0009725145438682057,0.002162323608129768,-0.0009284030501765547,"[160.0, 65.0, 160.0]","[170.0, 150.0, 160.0]","[260.0, 40.0, 0.0]","[120.0, 110.0, 110.0]","[90.0, 90.0, 70.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
1619719041770350046,,9,,1619719041,316138000,'',"""Position""",'',0.12,0.42,1.7,1.610267325952816,0.0,0.0,0.0,1498,1458,1025,1484,1500,1500,1362,0.13582242799669308,0.6805601920006131,0.13956759618259623,0.005626613301259267,0.12535326573899497,1.5518388015256575,-0.00056052266523842,-0.0011645936832126462,-0.0010777093371771942,-0.006005683492037055,-0.011212386334644437,-0.0029627659566829508,0.0,0.0,0.0,-0.26081330844265427,0.010880304329559415,1.5604324038174038,-0.05842852442715851,-6.003024615498575e-05,-6.003024615498575e-05,-6.003024615498575e-05,-0.023363844004646597,-0.0011750099052385238,0.0005383454539755443,-0.0010777093371771942,"[160.0, 65.0, 160.0]","[170.0, 150.0, 160.0]","[260.0, 40.0, 0.0]","[120.0, 110.0, 110.0]","[90.0, 90.0, 70.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
