rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,voltage,current,charge,capacity,design_capacity,percentage,power_supply_status,power_supply_health,power_supply_technology,present,cell_voltage,location,serial_number
1620230840054287631,,35,,1620230840,53414010,'',15.960000038146973,-0.029999999329447746,nan,nan,nan,0.8999999761581421,2,0,3,True,"[3.990000009536743, 3.990000009536743, 3.990000009536743, 3.990000009536743]","""id0""",''
1620230842054592633,,36,,1620230842,54028709,'',15.935999870300293,-0.5699999928474426,nan,nan,nan,0.8899999856948853,2,0,3,True,"[3.9839999675750732, 3.9839999675750732, 3.9839999675750732, 3.9839999675750732]","""id0""",''
1620230844054278513,,37,,1620230844,53684941,'',15.524999618530273,-9.180000305175781,nan,nan,nan,0.7900000214576721,2,0,3,True,"[3.88100004196167, 3.88100004196167, 3.88100004196167, 3.88100004196167]","""id0""",''
1620230846052947804,,38,,1620230846,51360404,'',14.951000213623047,-15.34000015258789,nan,nan,nan,0.6100000143051147,2,0,3,True,"[3.73799991607666, 3.73799991607666, 3.73799991607666, 3.73799991607666]","""id0""",''
1620230848054353417,,39,,1620230848,53282830,'',14.722000122070312,-17.100000381469727,nan,nan,nan,0.5299999713897705,2,0,3,True,"[3.680000066757202, 3.680000066757202, 3.680000066757202, 3.680000066757202]","""id0""",''
1620230850053179475,,40,,1620230850,52779057,'',14.461999893188477,-17.969999313354492,nan,nan,nan,0.4300000071525574,2,0,3,True,"[3.615000009536743, 3.615000009536743, 3.615000009536743, 3.615000009536743]","""id0""",''
1620230852051436186,,41,,1620230852,50799528,'',14.463000297546387,-16.940000534057617,nan,nan,nan,0.41999998688697815,2,0,3,True,"[3.615000009536743, 3.615000009536743, 3.615000009536743, 3.615000009536743]","""id0""",''
1620230854054176160,,42,,1620230854,52806200,'',14.428000450134277,-17.280000686645508,nan,nan,nan,0.4099999964237213,2,0,3,True,"[3.6070001125335693, 3.6070001125335693, 3.6070001125335693, 3.6070001125335693]","""id0""",''
1620230856053411700,,43,,1620230856,52079325,'',14.355999946594238,-17.540000915527344,nan,nan,nan,0.3799999952316284,2,0,3,True,"[3.5889999866485596, 3.5889999866485596, 3.5889999866485596, 3.5889999866485596]","""id0""",''
1620230858050389833,,44,,1620230858,49813247,'',14.362000465393066,-17.649999618530273,nan,nan,nan,0.3799999952316284,2,0,3,True,"[3.5910000801086426, 3.5910000801086426, 3.5910000801086426, 3.5910000801086426]","""id0""",''
1620230860052450977,,45,,1620230860,51347029,'',14.340999603271484,-16.799999237060547,nan,nan,nan,0.3700000047683716,2,0,3,True,"[3.5850000381469727, 3.5850000381469727, 3.5850000381469727, 3.5850000381469727]","""id0""",''
1620230862051912506,,46,,1620230862,51288998,'',14.256999969482422,-17.270000457763672,nan,nan,nan,0.33000001311302185,2,0,3,True,"[3.563999891281128, 3.563999891281128, 3.563999891281128, 3.563999891281128]","""id0""",''
1620230864052541954,,47,,1620230864,51237041,'',14.286999702453613,-17.229999542236328,nan,nan,nan,0.3499999940395355,2,0,3,True,"[3.571000099182129, 3.571000099182129, 3.571000099182129, 3.571000099182129]","""id0""",''
1620230866050887036,,48,,1620230866,49442454,'',14.255999565124512,-17.809999465942383,nan,nan,nan,0.3400000035762787,2,0,3,True,"[3.563999891281128, 3.563999891281128, 3.563999891281128, 3.563999891281128]","""id0""",''
1620230868052760588,,49,,1620230868,50780707,'',14.276000022888184,-17.6200008392334,nan,nan,nan,0.3400000035762787,2,0,3,True,"[3.569000005722046, 3.569000005722046, 3.569000005722046, 3.569000005722046]","""id0""",''
1620230870051142880,,50,,1620230870,50146715,'',14.175999641418457,-17.829999923706055,nan,nan,nan,0.30000001192092896,2,0,3,True,"[3.5439999103546143, 3.5439999103546143, 3.5439999103546143, 3.5439999103546143]","""id0""",''
1620230872050784601,,51,,1620230872,50151030,'',14.642000198364258,-4.46999979019165,nan,nan,nan,0.4099999964237213,2,0,3,True,"[3.6600000858306885, 3.6600000858306885, 3.6600000858306885, 3.6600000858306885]","""id0""",''
1620230874050971933,,52,,1620230874,49578873,'',15.189000129699707,-0.3700000047683716,nan,nan,nan,0.5600000023841858,2,0,3,True,"[3.796999931335449, 3.796999931335449, 3.796999931335449, 3.796999931335449]","""id0""",''
1620230876050169986,,53,,1620230876,49053926,'',15.350000381469727,-0.05999999865889549,nan,nan,nan,0.6200000047683716,2,0,3,True,"[3.8369998931884766, 3.8369998931884766, 3.8369998931884766, 3.8369998931884766]","""id0""",''
