rosbagTimestamp,dynamixel_state,-,name,id,present_position,present_velocity,present_current
1616782149473674851,,"""servo""",1,1749,0,0
1616782149489686047,,"""servo""",1,1748,0,0
1616782149505692230,,"""servo""",1,1749,0,0
1616782149521574344,,"""servo""",1,1749,0,0
1616782149537718796,,"""servo""",1,1749,0,0
1616782149553542663,,"""servo""",1,1749,0,0
1616782149569758012,,"""servo""",1,1749,0,0
1616782149585548630,,"""servo""",1,1749,0,0
1616782149601490979,,"""servo""",1,1748,0,-1
1616782149617584483,,"""servo""",1,1748,0,0
1616782149633608778,,"""servo""",1,1749,0,0
1616782149649643248,,"""servo""",1,1749,0,0
1616782149665537386,,"""servo""",1,1749,0,0
1616782149681516246,,"""servo""",1,1748,0,0
1616782149697621899,,"""servo""",1,1749,0,0
1616782149713634632,,"""servo""",1,1749,0,0
1616782149729695301,,"""servo""",1,1748,0,0
1616782149745616600,,"""servo""",1,1749,0,0
1616782149761567386,,"""servo""",1,1749,0,0
1616782149777505035,,"""servo""",1,1749,0,0
1616782149793712734,,"""servo""",1,1749,0,0
1616782149809560138,,"""servo""",1,1748,0,0
1616782149825575533,,"""servo""",1,1749,0,0
1616782149841517232,,"""servo""",1,1748,0,0
1616782149857632623,,"""servo""",1,1749,0,0
1616782149873510287,,"""servo""",1,1749,0,0
1616782149889653589,,"""servo""",1,1748,0,0
1616782149905627111,,"""servo""",1,1749,0,0
1616782149921609221,,"""servo""",1,1749,0,0
1616782149937701550,,"""servo""",1,1749,0,0
1616782149953645599,,"""servo""",1,1748,0,0
1616782149969631658,,"""servo""",1,1748,0,0
1616782149985656690,,"""servo""",1,1748,0,0
1616782150001485470,,"""servo""",1,1749,0,0
1616782150017574087,,"""servo""",1,1748,0,0
1616782150033653154,,"""servo""",1,1749,0,0
1616782150049736171,,"""servo""",1,1748,0,0
1616782150065651321,,"""servo""",1,1749,0,0
1616782150081487512,,"""servo""",1,1749,0,0
1616782150097534481,,"""servo""",1,1749,0,-1
1616782150113653709,,"""servo""",1,1748,0,0
1616782150129579459,,"""servo""",1,1748,0,0
1616782150145552094,,"""servo""",1,1749,0,0
1616782150161478119,,"""servo""",1,1749,0,0
1616782150177555398,,"""servo""",1,1749,0,0
1616782150193470386,,"""servo""",1,1748,0,0
1616782150209705134,,"""servo""",1,1749,0,0
1616782150225657520,,"""servo""",1,1749,0,0
