rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,orientation,x,y,z,w,orientation_covariance,angular_velocity,x,y,z,angular_velocity_covariance,linear_acceleration,x,y,z,linear_acceleration_covariance
1616773702340640150,,74393,,1616773702,336959808,"""base_link""",,0.27665319910438807,0.9605063417088684,0.012356286408348032,-0.027163699183009798,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.02838309109210968,0.1692577600479126,-0.03202701359987261,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.6696758270263672,-0.1261070817708981,-9.637228012084961,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1616773702361654917,,74394,,1616773702,356959808,"""base_link""",,0.2767226992575826,0.9604416462964043,0.013546668168255054,-0.028159050352699704,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.098106250166893,0.1158083826303482,0.019807793200016008,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.6651834845542908,0.051688548177479504,-9.719114303588867,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1616773702380152472,,74395,,1616773702,376943680,"""base_link""",,0.27732803336932027,0.9602383088257634,0.014734521117251424,-0.028538965337899444,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.1052766814827919,0.06452742218971254,0.06701786816120146,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.5801853537559509,0.1808024048805225,-9.810837745666504,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1616773702401150877,,74396,,1616773702,396943680,"""base_link""",,0.2780131936121376,0.9600233388249335,0.01539111369931248,-0.028757836556394547,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.05061761662364006,0.03935733065009118,0.06781689822673798,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.5427291989326477,0.0317404828965652,-9.760191917419434,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1616773702420174083,,74397,,1616773702,416943680,"""base_link""",,0.27827745435230095,0.9599315429888768,0.015634374772205233,-0.02913252730801246,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.00795635674148798,0.048258647322654724,0.021211769431829446,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.49452441930770874,0.09743720293044926,-9.67426586151123,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1616773702440882876,,74398,,1616773702,436943680,"""base_link""",,0.27794936221006783,0.9600110530185926,0.015788453113648935,-0.029556403431842584,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.0012183103244751692,0.04374205693602561,-0.043972760438919074,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.5435634851455688,0.143741190433501,-9.753515243530273,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1616773702461483761,,74399,,1616773702,456943680,"""base_link""",,0.2772345727327473,0.960214011167597,0.015828352349754087,-0.029657011251960633,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.003185686655342579,-0.0070315394550562,-0.07940279692411423,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.6775327920913696,0.11225946992635608,-9.71963882446289,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1616773702479714553,,74400,,1616773702,476929088,"""base_link""",,0.27656184581024074,0.9604232913438777,0.015613411324882621,-0.029274947436031342,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.01662539690732956,-0.05176948755979539,-0.06819845736026764,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.7819705605506897,0.13884188234805941,-9.705180168151855,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1616773702500851964,,74401,,1616773702,496929088,"""base_link""",,0.27621613628533015,0.9605479827951973,0.015269206574172751,-0.02862153891666638,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.020026277750730515,-0.07455356419086456,-0.03049846552312373,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.697320282459259,0.2059823125600803,-9.850682258605957,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1616773702519802511,,74402,,1616773702,516929088,"""base_link""",,0.2761045735773218,0.9606094750471746,0.014924501988181325,-0.027802147546786914,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.010154318064451218,-0.08972500264644623,-0.010760214179754247,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.5947887897491455,0.2253483682870853,-9.851851463317871,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
