rosbagTimestamp,dynamixel_state,-,name,id,present_position,present_velocity,present_current
1616770078651678379,,"""servo""",1,1750,0,-3
1616770078665492165,,"""servo""",1,1750,0,-3
1616770078681925508,,"""servo""",1,1750,0,-3
1616770078697873798,,"""servo""",1,1750,0,-3
1616770078713827200,,"""servo""",1,1750,0,-3
1616770078730120486,,"""servo""",1,1750,0,-3
1616770078745824012,,"""servo""",1,1750,0,-3
1616770078761844461,,"""servo""",1,1750,0,-3
1616770078777867759,,"""servo""",1,1750,0,-3
1616770078793723016,,"""servo""",1,1750,0,-3
1616770078810349325,,"""servo""",1,1750,0,-3
1616770078825581322,,"""servo""",1,1750,0,-3
1616770078841508113,,"""servo""",1,1750,0,-3
1616770078857545998,,"""servo""",1,1750,0,-3
1616770078873644544,,"""servo""",1,1750,0,-3
1616770078890496855,,"""servo""",1,1750,0,-3
1616770078905573621,,"""servo""",1,1750,0,-3
1616770078921599133,,"""servo""",1,1750,0,-3
1616770078937850633,,"""servo""",1,1750,0,-3
1616770078953789111,,"""servo""",1,1750,0,-3
1616770078969666742,,"""servo""",1,1750,0,-3
1616770078985645655,,"""servo""",1,1750,0,-3
1616770079001874419,,"""servo""",1,1750,0,-3
1616770079017621106,,"""servo""",1,1750,0,-3
1616770079033485724,,"""servo""",1,1750,0,-3
1616770079049937916,,"""servo""",1,1750,0,-3
1616770079065753249,,"""servo""",1,1750,0,-3
1616770079081667215,,"""servo""",1,1750,0,-3
1616770079097642666,,"""servo""",1,1750,0,-3
1616770079113599968,,"""servo""",1,1750,0,-3
1616770079129587456,,"""servo""",1,1750,0,-3
1616770079145628616,,"""servo""",1,1750,0,-3
1616770079161640615,,"""servo""",1,1750,0,-3
1616770079178059209,,"""servo""",1,1750,0,-3
1616770079193408963,,"""servo""",1,1750,0,-3
1616770079209442111,,"""servo""",1,1750,0,-3
1616770079225561043,,"""servo""",1,1750,0,-3
1616770079241528357,,"""servo""",1,1750,0,-3
1616770079257489646,,"""servo""",1,1750,0,-3
1616770079273614903,,"""servo""",1,1750,0,-3
1616770079289517482,,"""servo""",1,1750,0,-3
1616770079305485996,,"""servo""",1,1750,0,-3
