rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,voltage,current,charge,capacity,design_capacity,percentage,power_supply_status,power_supply_health,power_supply_technology,present,cell_voltage,location,serial_number
1616771959493651375,,695,,1616771959,493156160,'',12.128000259399414,-0.07000000029802322,nan,nan,nan,0.9900000095367432,2,0,3,True,"[4.041999816894531, 4.041999816894531, 4.041999816894531]","""id0""",''
1616771961493402615,,696,,1616771961,492878389,'',12.126999855041504,-0.07000000029802322,nan,nan,nan,0.9900000095367432,2,0,3,True,"[4.041999816894531, 4.041999816894531, 4.041999816894531]","""id0""",''
1616771963493120683,,697,,1616771963,492522072,'',12.121999740600586,-0.6100000143051147,nan,nan,nan,0.9900000095367432,2,0,3,True,"[4.039999961853027, 4.039999961853027, 4.039999961853027]","""id0""",''
1616771965499326508,,698,,1616771965,498120537,'',12.123000144958496,-0.3199999928474426,nan,nan,nan,0.9900000095367432,2,0,3,True,"[4.040999889373779, 4.040999889373779, 4.040999889373779]","""id0""",''
1616771967492473270,,699,,1616771967,491962831,'',12.121000289916992,-0.2800000011920929,nan,nan,nan,0.9900000095367432,2,0,3,True,"[4.039999961853027, 4.039999961853027, 4.039999961853027]","""id0""",''
1616771969492257510,,700,,1616771969,491581103,'',12.125,-0.23999999463558197,nan,nan,nan,0.9900000095367432,2,0,3,True,"[4.040999889373779, 4.040999889373779, 4.040999889373779]","""id0""",''
1616771971491947728,,701,,1616771971,491264209,'',12.123000144958496,-0.20000000298023224,nan,nan,nan,0.9900000095367432,2,0,3,True,"[4.040999889373779, 4.040999889373779, 4.040999889373779]","""id0""",''
1616771973491638621,,702,,1616771973,490985150,'',12.125,-0.17000000178813934,nan,nan,nan,0.9900000095367432,2,0,3,True,"[4.040999889373779, 4.040999889373779, 4.040999889373779]","""id0""",''
1616771975491232306,,703,,1616771975,490644908,'',12.123000144958496,-0.14000000059604645,nan,nan,nan,0.9900000095367432,2,0,3,True,"[4.040999889373779, 4.040999889373779, 4.040999889373779]","""id0""",''
1616771977490834491,,704,,1616771977,490364225,'',12.12399959564209,-0.10999999940395355,nan,nan,nan,0.9900000095367432,2,0,3,True,"[4.040999889373779, 4.040999889373779, 4.040999889373779]","""id0""",''
1616771979491571062,,705,,1616771979,490801309,'',12.126999855041504,-0.09000000357627869,nan,nan,nan,0.9900000095367432,2,0,3,True,"[4.041999816894531, 4.041999816894531, 4.041999816894531]","""id0""",''
1616771981490289549,,706,,1616771981,489772810,'',12.125,-0.07999999821186066,nan,nan,nan,0.9900000095367432,2,0,3,True,"[4.041999816894531, 4.041999816894531, 4.041999816894531]","""id0""",''
1616771983490039552,,707,,1616771983,489391257,'',12.12600040435791,-0.07000000029802322,nan,nan,nan,0.9900000095367432,2,0,3,True,"[4.041999816894531, 4.041999816894531, 4.041999816894531]","""id0""",''
1616771985489428184,,708,,1616771985,489079700,'',12.12399959564209,-0.05999999865889549,nan,nan,nan,0.9900000095367432,2,0,3,True,"[4.040999889373779, 4.040999889373779, 4.040999889373779]","""id0""",''
1616771987490228053,,709,,1616771987,489455862,'',12.125,-0.05000000074505806,nan,nan,nan,0.9900000095367432,2,0,3,True,"[4.040999889373779, 4.040999889373779, 4.040999889373779]","""id0""",''
1616771989489546688,,710,,1616771989,488890767,'',12.125,-0.03999999910593033,nan,nan,nan,0.9900000095367432,2,0,3,True,"[4.040999889373779, 4.040999889373779, 4.040999889373779]","""id0""",''
1616771991488415680,,711,,1616771991,488092245,'',12.126999855041504,-0.09000000357627869,nan,nan,nan,0.9900000095367432,2,0,3,True,"[4.041999816894531, 4.041999816894531, 4.041999816894531]","""id0""",''
1616771993488957448,,712,,1616771993,488529967,'',12.12600040435791,-0.10000000149011612,nan,nan,nan,0.9900000095367432,2,0,3,True,"[4.041999816894531, 4.041999816894531, 4.041999816894531]","""id0""",''
1616771995488533409,,713,,1616771995,488118065,'',12.12600040435791,-0.10000000149011612,nan,nan,nan,0.9900000095367432,2,0,3,True,"[4.041999816894531, 4.041999816894531, 4.041999816894531]","""id0""",''
1616771997488239289,,714,,1616771997,487819133,'',12.12600040435791,-0.10000000149011612,nan,nan,nan,0.9900000095367432,2,0,3,True,"[4.041999816894531, 4.041999816894531, 4.041999816894531]","""id0""",''
1616771999488039540,,715,,1616771999,487596285,'',12.12600040435791,-0.10000000149011612,nan,nan,nan,0.9900000095367432,2,0,3,True,"[4.041999816894531, 4.041999816894531, 4.041999816894531]","""id0""",''
1616772001487801005,,716,,1616772001,487268304,'',12.123000144958496,-0.14000000059604645,nan,nan,nan,0.9900000095367432,2,0,3,True,"[4.039999961853027, 4.039999961853027, 4.039999961853027]","""id0""",''
