rosbagTimestamp,dynamixel_state,-,name,id,present_position,present_velocity,present_current
1617025078344516090,,"""servo""",1,1599,0,-1
1617025078359158687,,"""servo""",1,1599,0,-1
1617025078375336452,,"""servo""",1,1599,0,-1
1617025078391456569,,"""servo""",1,1599,0,-1
1617025078407285337,,"""servo""",1,1599,0,-1
1617025078423342757,,"""servo""",1,1599,0,-1
1617025078439377652,,"""servo""",1,1599,0,-2
1617025078455380438,,"""servo""",1,1599,0,-2
1617025078471343587,,"""servo""",1,1599,0,-1
1617025078487386782,,"""servo""",1,1599,0,-1
1617025078503328220,,"""servo""",1,1599,0,-1
1617025078519351154,,"""servo""",1,1599,0,0
1617025078535310628,,"""servo""",1,1599,0,-1
1617025078551329988,,"""servo""",1,1599,0,-1
1617025078567374808,,"""servo""",1,1599,0,-1
1617025078583601058,,"""servo""",1,1599,0,-1
1617025078599511809,,"""servo""",1,1599,0,-1
1617025078615473796,,"""servo""",1,1598,0,-1
1617025078631643561,,"""servo""",1,1599,0,0
1617025078647598411,,"""servo""",1,1599,0,-1
1617025078663562735,,"""servo""",1,1599,0,-1
1617025078679494685,,"""servo""",1,1599,0,-1
1617025078695532006,,"""servo""",1,1599,0,-1
1617025078711618875,,"""servo""",1,1599,0,-1
1617025078727524364,,"""servo""",1,1599,0,-1
1617025078743481639,,"""servo""",1,1599,0,-1
1617025078759563745,,"""servo""",1,1599,0,-1
1617025078775380276,,"""servo""",1,1599,0,-1
1617025078791500943,,"""servo""",1,1599,0,-1
1617025078807323761,,"""servo""",1,1599,0,-1
1617025078823461140,,"""servo""",1,1599,0,-1
1617025078839470537,,"""servo""",1,1599,0,-1
1617025078855656926,,"""servo""",1,1599,0,-1
1617025078871604151,,"""servo""",1,1599,0,-1
1617025078887529465,,"""servo""",1,1599,0,-1
1617025078903505826,,"""servo""",1,1599,0,-1
1617025078919411565,,"""servo""",1,1599,0,-1
1617025078935404750,,"""servo""",1,1599,0,-1
1617025078951548366,,"""servo""",1,1599,0,-1
1617025078967241816,,"""servo""",1,1599,0,-1
1617025078983398781,,"""servo""",1,1599,0,-1
1617025078999341769,,"""servo""",1,1599,0,-1
1617025079015322892,,"""servo""",1,1599,0,-1
1617025079031665349,,"""servo""",1,1599,0,-1
1617025079047387372,,"""servo""",1,1599,0,-1
1617025079063381569,,"""servo""",1,1599,0,-1
1617025079079262572,,"""servo""",1,1599,0,-1
1617025079095305618,,"""servo""",1,1599,0,-1
1617025079111700585,,"""servo""",1,1599,0,-1
1617025079127292014,,"""servo""",1,1599,0,-1
1617025079143459804,,"""servo""",1,1599,0,-1
1617025079159564896,,"""servo""",1,1599,0,-1
1617025079175407164,,"""servo""",1,1599,0,-1
1617025079191285867,,"""servo""",1,1599,0,-1
1617025079207337949,,"""servo""",1,1599,0,-1
1617025079223325248,,"""servo""",1,1598,0,-1
1617025079239491175,,"""servo""",1,1599,0,-1
1617025079255267170,,"""servo""",1,1599,0,-1
1617025079271415774,,"""servo""",1,1599,0,-1
1617025079287265365,,"""servo""",1,1599,0,-1
1617025079303340810,,"""servo""",1,1599,0,-1
1617025079319333633,,"""servo""",1,1599,0,-1
1617025079335526171,,"""servo""",1,1599,0,-1
1617025079351528344,,"""servo""",1,1599,0,-2
1617025079367442720,,"""servo""",1,1599,0,-1
1617025079383270301,,"""servo""",1,1599,0,-1
1617025079399324008,,"""servo""",1,1599,0,-1
1617025079415316193,,"""servo""",1,1599,0,-1
1617025079431454947,,"""servo""",1,1599,0,-1
1617025079447440858,,"""servo""",1,1599,0,-2
1617025079463450755,,"""servo""",1,1599,0,-2
1617025079479420517,,"""servo""",1,1599,0,-2
1617025079495479961,,"""servo""",1,1599,0,-1
1617025079511415587,,"""servo""",1,1599,0,-1
1617025079527411172,,"""servo""",1,1599,0,-1
1617025079543431256,,"""servo""",1,1599,0,-2
1617025079559612408,,"""servo""",1,1599,0,-1
1617025079575443676,,"""servo""",1,1599,0,-1
1617025079591479384,,"""servo""",1,1599,0,-1
1617025079607452883,,"""servo""",1,1599,0,-1
1617025079623418720,,"""servo""",1,1599,0,-1
1617025079639455653,,"""servo""",1,1599,0,-1
1617025079655461900,,"""servo""",1,1599,0,-2
1617025079671473172,,"""servo""",1,1599,0,-1
1617025079687398436,,"""servo""",1,1599,0,0
1617025079703444831,,"""servo""",1,1599,0,-1
1617025079719435304,,"""servo""",1,1599,0,-1
1617025079735459863,,"""servo""",1,1599,0,-1
1617025079752229662,,"""servo""",1,1599,0,-1
1617025079767481032,,"""servo""",1,1599,0,-2
1617025079783459893,,"""servo""",1,1599,0,-1
1617025079799649869,,"""servo""",1,1599,0,-2
1617025079815562209,,"""servo""",1,1599,0,-1
1617025079831343491,,"""servo""",1,1599,0,0
1617025079847544579,,"""servo""",1,1599,0,-1
1617025079863260815,,"""servo""",1,1598,0,-1
1617025079879481227,,"""servo""",1,1599,0,-1
1617025079895620081,,"""servo""",1,1599,0,-1
1617025079911469211,,"""servo""",1,1599,0,-1
1617025079927391324,,"""servo""",1,1599,0,-1
1617025079943662834,,"""servo""",1,1599,0,-1
1617025079959591185,,"""servo""",1,1599,0,-1
1617025079975398529,,"""servo""",1,1599,0,-1
1617025079991502122,,"""servo""",1,1599,0,-1
1617025080007498682,,"""servo""",1,1599,0,-1
1617025080023536540,,"""servo""",1,1599,0,-1
1617025080039697131,,"""servo""",1,1599,0,-1
1617025080055331720,,"""servo""",1,1599,0,-1
1617025080071429976,,"""servo""",1,1599,0,-1
1617025080087481621,,"""servo""",1,1599,0,-1
1617025080103416384,,"""servo""",1,1599,0,-1
1617025080119476591,,"""servo""",1,1599,0,-1
1617025080135356569,,"""servo""",1,1599,0,-1
1617025080152138643,,"""servo""",1,1599,0,-2
1617025080167418311,,"""servo""",1,1599,0,-2
1617025080183554565,,"""servo""",1,1599,0,-1
1617025080199448205,,"""servo""",1,1599,0,-1
1617025080215380393,,"""servo""",1,1599,0,-1
1617025080232001025,,"""servo""",1,1599,0,-1
1617025080247486521,,"""servo""",1,1599,0,-2
1617025080263405035,,"""servo""",1,1599,0,-1
1617025080279461755,,"""servo""",1,1599,0,-1
1617025080295448328,,"""servo""",1,1599,0,-1
1617025080311442001,,"""servo""",1,1599,0,-1
1617025080327448648,,"""servo""",1,1599,0,-1
1617025080343414359,,"""servo""",1,1599,0,-1
1617025080359552138,,"""servo""",1,1599,0,-1
1617025080375489026,,"""servo""",1,1599,0,-1
1617025080391537934,,"""servo""",1,1599,0,-1
1617025080407368239,,"""servo""",1,1599,0,-1
1617025080423613813,,"""servo""",1,1599,0,-1
1617025080439480004,,"""servo""",1,1599,0,-1
1617025080455545461,,"""servo""",1,1599,0,-1
1617025080471487149,,"""servo""",1,1599,0,-1
1617025080487589554,,"""servo""",1,1599,0,-1
1617025080503540279,,"""servo""",1,1599,0,-1
1617025080519311700,,"""servo""",1,1599,0,-1
1617025080535466915,,"""servo""",1,1599,0,-1
1617025080551418303,,"""servo""",1,1599,0,-1
1617025080567323404,,"""servo""",1,1599,0,-1
1617025080583457096,,"""servo""",1,1599,0,-1
1617025080599366385,,"""servo""",1,1599,0,-1
