rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,orientation,x,y,z,w,orientation_covariance,angular_velocity,x,y,z,angular_velocity_covariance,linear_acceleration,x,y,z,linear_acceleration_covariance
1616771202417205697,,31594,,1616771202,411779328,"""base_link""",,0.22122408870373858,-0.25082600941488403,0.6487766465680657,-0.6835460106168475,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.018021557480096817,0.08301283419132234,0.08133031427860259,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.7275582551956177,-6.319920539855956,7.774987697601319,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1616771202438410447,,31595,,1616771202,431779328,"""base_link""",,0.22075648917584542,-0.25165590325257675,0.648254152087076,-0.6838877794114222,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.028048066422343254,0.05184245482087137,0.08554406464099884,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.6737790107727051,-6.442639827728271,7.705615043640138,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1616771202457374598,,31596,,1616771202,451779328,"""base_link""",,0.22053132754021007,-0.25226932165669447,0.6477044663033519,-0.6842551379284882,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.026801088824868202,0.03112037107348443,0.07874350249767303,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.6681034564971924,-6.265211105346679,7.6554603576660165,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1616771202478436680,,31597,,1616771202,471763456,"""base_link""",,0.22029607041726734,-0.2525672511433729,0.6472866224472149,-0.6846163364202267,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.005069050472229719,0.015687732025980956,0.06073003634810448,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.5035737156867981,-6.160201549530028,7.613614082336427,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1616771202499572433,,31598,,1616771202,496763456,"""base_link""",,0.21985930526032696,-0.25223424625911034,0.6471650551310413,-0.6849944094564376,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.052151158452034,-0.0059195039793848965,0.0236908458173275,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.4857426881790161,-6.17941665649414,7.726657390594483,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1616771202517309939,,31599,,1616771202,511763456,"""base_link""",,0.21955276332857315,-0.2517462358027368,0.6473521660650055,-0.685095330085197,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.07918785512447357,-0.011532933451235296,-0.015325875021517275,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.47534894943237305,-6.113834381103515,7.750798702239991,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1616771202538345059,,31600,,1616771202,531763456,"""base_link""",,0.21912371631326633,-0.2510835530010659,0.6478252789275194,-0.6850287657234191,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.07436234503984451,0.002180475043132896,-0.04269964247941971,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.4578090310096741,-6.129356861114501,7.648939609527589,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1616771202559801024,,31601,,1616771202,556763456,"""base_link""",,0.21902192245448943,-0.2506006857772997,0.6483703298749963,-0.6847223502322107,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.021981922909617424,0.00017644574108998618,-0.04946241155266762,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.42365550994873047,-6.001304626464843,7.616713523864747,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1616771202578376267,,31602,,1616771202,571747328,"""base_link""",,0.21925476798744392,-0.2504502794800325,0.6486118379024088,-0.6844740144153395,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.012400317937135696,-0.017103269696235664,-0.04964607208967209,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.3742506504058838,-6.056674003601073,7.487462520599366,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1616771202600349820,,31603,,1616771202,596747328,"""base_link""",,0.21992161937585034,-0.249970855126954,0.6488982955437582,-0.6841638702451269,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.010257740505039692,-0.0523076355457306,-0.049274187535047524,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.34290286898612976,-6.156371116638183,7.573490619659425,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1616771202617262813,,31604,,1616771202,611747328,"""base_link""",,0.22031835556341747,-0.24941004125813396,0.6490770376941148,-0.6840712762531266,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.01817803457379341,-0.07869073003530502,-0.053584232926368706,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.4448474943637848,-6.215055465698241,7.8493289947509775,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1616771202638462588,,31605,,1616771202,631747328,"""base_link""",,0.22064233707083172,-0.24840180566514536,0.649424019527015,-0.68400440237543,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.062400687485933304,-0.0837620720267296,-0.06435048580169676,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.5292725563049316,-6.233802318572997,7.912119865417481,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1616771202657429326,,31606,,1616771202,651747328,"""base_link""",,0.2206603798732614,-0.24730809099502063,0.6499339121002997,-0.6839104991969477,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.08415865898132324,-0.05888132750988007,-0.07386806607246398,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.7148688435554504,-6.274180889129638,7.869933605194093,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1616771202678516570,,31607,,1616771202,671731200,"""base_link""",,0.22042541646116923,-0.24661548656508503,0.6505611467681949,-0.6836400797485457,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.06288071721792221,0.0011048056185245425,-0.07283958047628403,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.7208497524261475,-6.275642871856689,7.790265083312989,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1616771202699862964,,31608,,1616771202,696731200,"""base_link""",,0.22002912940095654,-0.24667362945969484,0.6511406277396382,-0.6831948786364581,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.006168182007968426,0.045724749565124505,-0.0434713363647461,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.7193757891654968,-6.179883480072021,7.7240638732910165,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1616771202718049549,,31609,,1616771202,711731200,"""base_link""",,0.2199195633998964,-0.24712749306624046,0.6512097920351336,-0.6830002010260973,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.03758977726101875,0.05262324586510658,-0.005591296125203377,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.7191636562347412,-6.171799659729003,7.809156894683839,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1616771202738795895,,31610,,1616771202,731731200,"""base_link""",,0.21977803033132978,-0.24780176229998477,0.6510495668392524,-0.6829541595453662,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.028493113815784454,0.04028190672397614,0.03165060654282569,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.734984278678894,-6.29612112045288,7.82387399673462,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1616771202761215903,,31611,,1616771202,756731200,"""base_link""",,0.2193742780105746,-0.24827939804617957,0.6506205264093906,-0.6833192210591884,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.007396307308226824,0.02076657488942147,0.05897556245326996,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.7302643060684204,-6.323716163635253,7.8303165435791025,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1616771202778714595,,31612,,1616771202,771715328,"""base_link""",,0.21911590597540168,-0.24849810989690374,0.650304434265182,-0.6836235963795109,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.003915001172572374,0.017085360363125808,0.06578697264194489,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.7936223745346069,-6.264948844909667,7.685487747192384,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1616771202800453271,,31613,,1616771202,796715328,"""base_link""",,0.21880282206250556,-0.24900304626422146,0.6498330230816768,-0.6839882917425867,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.018786821514368057,0.03106010332703591,0.05693643167614936,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.7053732872009277,-6.158068180084228,7.644134044647218,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1616771202817869679,,31614,,1616771202,811715328,"""base_link""",,0.21881032946989654,-0.24939100273640818,0.6496010033635352,-0.684064958177117,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.047477029263973236,0.028834942728281025,0.03792915865778922,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.4803575575351715,-6.043179512023925,7.7051172256469735,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1616771202838871138,,31615,,1616771202,831715328,"""base_link""",,0.21909449932762518,-0.24983888149046526,0.649460821628299,-0.6839435765704946,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.06307315826416016,0.011619416996836662,-0.005483176093548538,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.40535861253738403,-6.058342933654784,7.682698249816895,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
