# time,current,ang.x, ang.y, ang.z, rate.x, rate.y, rate.z, accel.total, fall time, fall current
3.816666666666666430e+00,1.074523087680404387e+03,-3.887143608709425280e+01,1.363924904141804229e+00,-1.581796790117067815e+02,-9.673700841573924514e-01,1.386193839993499766e-01,-1.315926410587975104e+00,9.884621844573832306e+00,3.103333333333333144e+01,-1.843930396067961580e-51
3.833333333333333481e+00,1.073786019999484552e+03,-3.888411605930410531e+01,1.353301571795864078e+00,-1.581949464707792004e+02,-8.921318590993307929e-01,-1.887589558938339296e-02,-1.127715809687380943e+00,9.891155119104681148e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.850000000000000089e+00,1.072427106529537241e+03,-3.889496645049585055e+01,1.343461067825329813e+00,-1.582061438893256309e+02,-7.077607866796641334e-01,-9.930174938592031819e-02,-9.213621657541584131e-01,9.911772634033422236e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.866666666666666696e+00,1.071454955123742366e+03,-3.890102319933209429e+01,1.335623368518128462e+00,-1.582156652513599795e+02,-3.664851577122168469e-01,-4.237928147311959687e-02,-7.645514670509291344e-01,9.939811626726564597e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.883333333333333304e+00,1.071302859911027099e+03,-3.890066893634180900e+01,1.330267371959398925e+00,-1.582246478761250046e+02,7.238429571077448221e-02,6.229433086562922300e-02,-6.507247662449997527e-01,9.959294550727841866e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.899999999999999911e+00,1.071961909747633854e+03,-3.889555890960161122e+01,1.326486578856830079e+00,-1.582321054762927304e+02,4.094811741875130084e-01,3.983867095104272338e-02,-5.342604621549116306e-01,9.963445894811171044e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.916666666666666519e+00,1.073159315060291647e+03,-3.889039505382486084e+01,1.322066032301618455e+00,-1.582357063650395048e+02,4.484374718763960432e-01,-2.050922306198698641e-01,-3.934472118069238800e-01,9.959037096432467706e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.933333333333333126e+00,1.060521693878047245e+03,-3.888954995754378530e+01,1.314851119556850634e+00,-1.582334169304955935e+02,2.309611829163555619e-01,-5.752150342991456666e-01,-2.272794889308463184e-01,9.946311014646761706e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.949999999999999734e+00,1.017994626427554977e+03,-3.889262715386547598e+01,1.304200960416318278e+00,-1.582262387075833487e+02,-2.976824182744230995e-02,-8.886232590781352192e-01,-1.204216167579889862e-01,9.929734904871679646e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.966666666666666785e+00,9.386498919581069913e+02,-3.889842502106717603e+01,1.290838137419741738e+00,-1.582178098198297960e+02,-2.771710336642658756e-01,-1.008369030206522687e+00,-1.480842610141694660e-01,9.919318151482308110e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.983333333333333393e+00,8.261818855113701829e+02,-3.890591628699272775e+01,1.276674328847246409e+00,-1.582118576412620428e+02,-4.839258572527310731e-01,-9.047794250938376859e-01,-2.864468531685342989e-01,9.917956586356359239e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,7.075284318315577821e+02,-3.891375428656087365e+01,1.263890825794722339e+00,-1.582106016234167782e+02,-5.756570396536817569e-01,-6.347218863797821076e-01,-4.664304405401580866e-01,9.920376017751436848e+00,0.000000000000000000e+00,0.000000000000000000e+00
