# time,current,ang.x, ang.y, ang.z, rate.x, rate.y, rate.z, accel.total, fall time, fall current
2.816666666666666430e+00,1.076997347303846254e+03,-1.786418657100308849e+01,2.392796046096122176e+00,-9.743841405353944651e+01,-7.391121966604259352e-01,-1.085448495011955172e+00,-3.125180439517177833e-01,9.955115739814136333e+00,2.788333333333333286e+01,-2.152020091675165858e+01
2.833333333333333481e+00,1.076826006835868611e+03,-1.788353535698790608e+01,2.382229052436249273e+00,-9.744565356072703821e+01,-1.390452416522246271e+00,-3.560396912216320375e-01,-6.530601787613788956e-01,9.950942214892403825e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.850000000000000089e+00,1.075397795756538926e+03,-1.790735145837987119e+01,2.380479747637201271e+00,-9.745905101818219407e+01,-1.460135774495748606e+00,1.911256669905447847e-01,-8.274143041818635691e-01,9.938283386724755530e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.866666666666666696e+00,1.074109112883133776e+03,-1.792583865314256997e+01,2.383874551482575654e+00,-9.747432757975052198e+01,-9.488736121011547286e-01,4.268700060729057055e-01,-8.330566178238557606e-01,9.922528395524334854e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.883333333333333304e+00,1.065655042432935261e+03,-1.793305795081794685e+01,2.388696788230104673e+00,-9.748772541021037341e+01,-2.118410222079392113e-01,3.782534919784868443e-01,-6.796393728547860391e-01,9.902312320475942897e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.899999999999999911e+00,1.033450303062677904e+03,-1.793210081219064378e+01,2.391942830456899038e+00,-9.749642393612330693e+01,2.233779089749916569e-01,1.002624350987471324e-01,-4.402394101134563531e-01,9.880119420302595046e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.916666666666666519e+00,9.666177904626223381e+02,-1.792669670428651685e+01,2.389609565513522327e+00,-9.749869123152957684e+01,4.343553318330287683e-01,-3.584007721656571888e-01,-1.769542717384987585e-01,9.881188245609493492e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.933333333333333126e+00,8.648283524804788840e+02,-1.791904452212160237e+01,2.380221112704806963e+00,-9.749478178813716056e+01,5.657637199157024011e-01,-8.427039565017969691e-01,4.892927722361084530e-02,9.901023175291054912e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.950000000000000178e+00,7.471924387285205285e+02,-1.791117925841587066e+01,2.365519898281376765e+00,-9.748643415353345176e+01,5.937641696103211908e-01,-1.169571545629304987e+00,2.256094014845075046e-01,9.925204511987518075e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.966666666666666785e+00,6.414356073143884487e+02,-1.790437909490949409e+01,2.349077014272707764e+00,-9.747545088081464826e+01,5.049475924275628191e-01,-1.242271570323072005e+00,3.652173244557997411e-01,9.946880233545298822e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.983333333333333393e+00,5.666321124488928263e+02,-1.789856782476945085e+01,2.334476015476267374e+00,-9.746319134804605255e+01,3.961060698383265244e-01,-1.083795188364802708e+00,4.594139335560018522e-01,9.964856900929840222e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,5.275899569838989009e+02,-1.789284200834278948e+01,2.323931298101244103e+00,-9.745185328669546720e+01,3.221312768386025427e-01,-7.961642084206114189e-01,4.451679278396500350e-01,9.965433683653007080e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.016666666666666607e+00,5.174254125619801243e+02,-1.788727837461161130e+01,2.317612425604183457e+00,-9.744358921380587901e+01,2.261817527812533812e-01,-5.077835037809018681e-01,3.108875827400946479e-01,9.951509716995790455e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.033333333333333215e+00,5.238245790449810784e+02,-1.788303577622713192e+01,2.314111300376872737e+00,-9.743957659665004201e+01,7.399995340109508102e-02,-3.089562027665405108e-01,8.820442111500845228e-02,9.934963978538654317e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.049999999999999822e+00,5.349844905656666469e+02,-1.788118227620257628e+01,2.311501697789542842e+00,-9.743933088804969600e+01,-1.008517045836273135e-01,-2.364960980388826628e-01,-1.302619765808104291e-01,9.923975685319064155e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.066666666666666430e+00,5.431248006788994189e+02,-1.788244466714879977e+01,2.308276173625124272e+00,-9.744164604817220265e+01,-2.563239407720754315e-01,-2.535685887495062740e-01,-2.781809933435181459e-01,9.919297051429284195e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.083333333333333481e+00,5.454307938870126691e+02,-1.788705899802907240e+01,2.303945422950750554e+00,-9.744546974510117821e+01,-3.729495634458112607e-01,-2.758719742611936976e-01,-3.530414627961223628e-01,9.918977248819139447e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.100000000000000089e+00,5.427465715667869972e+02,-1.789414185994568385e+01,2.299421206212431734e+00,-9.744988797304999650e+01,-4.195958612736370719e-01,-2.492315601894755928e-01,-3.580294050711639864e-01,9.927739590068686226e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.116666666666666696e+00,5.375955303476704330e+02,-1.790205242606478464e+01,2.295824959406080890e+00,-9.745367506799706803e+01,-3.832104301484580144e-01,-1.994591850343735706e-01,-2.879639659559706799e-01,9.942494011519563912e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.133333333333333304e+00,5.324928812051796285e+02,-1.790923634322238911e+01,2.293653417871426736e+00,-9.745577783807374317e+01,-2.870372400723267270e-01,-1.640434092548586908e-01,-1.587295691377202389e-01,9.956395408796783641e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.149999999999999911e+00,5.290015123692101042e+02,-1.791419364923840263e+01,2.292479099020189093e+00,-9.745542338536473892e+01,-1.401065525625461994e-01,-1.897684648728356904e-01,-3.612523124760569360e-03,9.961306747493063440e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.166666666666666519e+00,5.275396979155234476e+02,-1.791586195171423768e+01,2.291062574440982047e+00,-9.745234528803385388e+01,3.799416986249429251e-02,-2.986217258237249816e-01,1.374347371139287566e-01,9.953853693833735861e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.183333333333333126e+00,5.276859345358850533e+02,-1.791402716407582574e+01,2.287978100573587525e+00,-9.744677107132170590e+01,1.963688617907937417e-01,-4.621230915742615131e-01,2.342418787473359021e-01,9.939126090098390875e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000178e+00,5.286369651217080445e+02,-1.790962071617160234e+01,2.282562661900942924e+00,-9.743925541909334243e+01,2.688508020323346903e-01,-6.064514457580789664e-01,2.854709590122609386e-01,9.929418976259151819e+00,0.000000000000000000e+00,0.000000000000000000e+00
